Choice,diff_following_count,diff_listed_count,diff_mentions_received,diff_retweets_received,diff_mentions_sent,diff_retweets_sent,diff_posts,diff_network_feature_1,diff_network_feature_2,diff_network_feature_3,ratio_follower_count_A/B,ratio_following_count_A/B,ratio_mentions_received_A/B,ratio_posts_A/B,diff_social_reach_engagement
0,0,-29506,-1686,-14.846518229689,-3.8835254463549997,-8.103827839914999,-0.231919685184,-6.626664888586999,-64,90.9696969697,9438.10606061,0.006615790847964025,0.010131508319574224,0.03784578853182799,0.05181851553139732,-1524.6301173000668
1,0,331,-1382,49.9614851467,16.854684837199997,2.4816517479499995,0.546816093277,4.10629931584,206,-113.5877040247,-1601.14928967,0.5499210432339178,1.390330187039705,2.2337685484773755,4.836508484066924,-639.0393856317141
2,0,733,-105,24.768948900812,9.201968543231,4.758316966748,0.49070224841199994,2.9865161037080004,92,58.59450171819999,5722.563573887,2.0182219762511813,2.52074688273704,34.71316614472792,5.9510919796324,-3303.5273582251284
3,0,-17630,-276,-565.18403178621,-390.016375259151,-26.22053243309,-7.067053387055,-29.271279362589997,-1756,-21.4692957746,-1299.6789671333001,0.0010223903485828449,0.00039689289559466503,0.013424962964050685,0.08817628145449141,-17.837680491820567
4,1,-849,2460,127.25241326390001,33.41722272863,21.11711088829,2.21376510562,19.29803539087,466,78.904293381,840.2200357700001,6.035080751120588,0.5037989476891882,6.890806218361437,5.229013467663281,-47.63926925211172
5,0,274751,2943,-21.2649309036,1.3690067739399998,-19.547561096265,-1.761261848615,-12.160525855065,-68,-62.6253665691,1663.1217008799995,25.633354263422145,184.16733321055509,0.4761366046082561,0.008196975032613584,10612.542284173896
6,0,275250,-11700,-246.68629240740003,-47.053214843949995,-13.011400390764999,-0.234262308266,-13.564669207965,-868,-128.1797772011,-1177.3881219200002,1.5393877682875432,275.9750246993257,0.07265629101002016,0.007354707793934116,10235.785400511479
7,1,-698,-746,44.79842555296,21.09391363081,-1.236647791737,-0.4953086539039999,5.47319581505,166,-193.8547619044,-3738.4258503430005,1.1714285712843069,0.016901408426899425,7.079602318430093,5.106383307317996,-830.9622432653528
8,1,3973,5737,6289.148958692,2737.8636929090003,8.84051100666,1.9373218745620002,63.130745490710005,19657,-69.1107337271,-2752.24455303,7.6133733777719295,8.210526300888336,13.75026377383584,21.527227241597387,-200.59143935126463
9,0,103,-6119,-43.910320100999996,6.692734592700006,12.2543586017,-2.466765808905,5.019476451699999,-224,90.95448305700003,2502.12642794,1.5485824294051667,1.0792917620636706,0.7685949371868993,1.4590801508968605,350.59621543111615
10,0,-34345,-22086,-176.243523837988,-42.229718021265,-6.487077160487,-1.2445700395650001,-3.997715380077,-695,-234.338068182,-7157.46448864,0.00991688411498033,0.08659344166148258,0.0016438337280921921,0.08306448660735259,6988.26492639001
11,0,-65608,-4938,-147.9362439194,-66.95541972498,-5.379845615515,0.0,-71.778770395665,-559,-187.1054974832,-8681.39547038,0.045972421244967324,0.021462556117030407,0.015991784577540635,0.0013982244378325126,730.7255648189675
12,1,-502,797,115.75996735036999,56.355926659619,1.23784751201,-1.191738994856,5.40384915088,455,-87.152998066,-266.72301741,30.973333292035555,0.49648946790723225,51.49583765278368,2.221717520549801,-161.37707238762368
13,0,-13,26551,7011.8688006106995,3761.3947017712,2.001490664095,0.23901878202899998,4.4335529192,25102,-43.6219530311,-5807.4682022,19.279764082253173,0.9522058788521843,124.61100117267179,1.7666552724663063,-2957.0664329595193
14,1,-4543,-15,-0.48634318757000017,-1.130435823555,-1.313598363045,-0.26428960572500004,-2.355551776305,1,-11.444444444399998,-682.666666667,0.46286854345757733,0.08444175733888719,0.8973346062955874,0.04092062763115441,-269.29666298831876
15,1,21848,903,59.63233972617,18.266535098919,-5.034854502465,-1.931955380975,-4.322652435065001,218,-112.0202887245,575.9551306999997,64.94799991340267,22.913741200688325,27.01231660744052,0.02272208814311565,317.5951873395462
16,0,149,-507,-1248.3334665272,-978.71303057252,-12.862921871965,-2.279514719085,-100.43729330246501,-4779,-4.9061738424,-1417.107913009,0.0015032783152414094,1.5398550668845832,0.003998867465962486,0.0009996574509607212,-661.579520550671
17,0,401,-5443,-0.731734308,10.4678879067,6.845729896385,0.24143311316000002,0.7209987236500002,-9,97.5698643941,-3925.04590434,0.06863829825172593,2.4742646967857915,0.987100367020516,1.124675816669407,-3152.6919038226492
18,1,61,543,631.157638938183,457.54804648946504,5.360482129195001,0.0,7.397623139705001,2600,-201.1736861722,-3415.974531001,1211.2237387615355,1.412162152620526,833.3231843770562,74.6049883560903,-20.3597599835459
19,1,-31055,2578,1408.488456229,279.6637008588,-3.0825583182,1.7577229117150002,-1.9801207861600005,4452,-106.59657080529999,-2996.2714349200005,7.2270870984091315,0.010451518337620638,5.908621723237047,0.7660594058951246,40.37665589947176
20,0,-135941,-238645,-32692.881772863,-6426.62300356,6.609777445065,0.0,7.8740451431950005,-52938,36.52349634710001,2985.4137882100003,0.009941411549666644,0.0036572852535645167,0.014378288324833843,79.3453002235014,-370.3190381088891
21,1,-66935,21216,1623.873471047,762.7821096163,-5.379845615515,0.0,-71.778770395665,6753,-179.3390816249,-6512.37303361,58.11047945619923,0.0016704699688029224,11.801307253698447,0.0013982244378325126,1496.135819976553
22,1,1930,-11034,-108.3894345269,-51.559621279219996,-0.4781439334900002,-0.5153935071769999,-0.99551138321,-470,123.09686844500001,2945.5,0.40923671373391074,14.785714180102042,0.18634702242707715,0.6204030835145978,7594.342700006289
23,0,-720,-29874,-4499.895747831465,-2206.471394261465,-26.866421384765,-12.527779364065,-28.725446763190003,-16646,-22.7477263271,-2206.42073352,2.8276166865001724e-05,0.04761904755605946,2.2334098275323744e-05,0.011846483914415833,-32.39225524352685
24,0,24700,-219,-73.41301443063,-35.61398959747,-5.53125229198,-1.28014042002,30.3820680446,-284,112.43410293425,13652.14021163,0.27784856677877734,284.9080427022064,0.09990861279451098,3.5130651484060547,924.7200432199701
25,0,-37530,-21515,-143.9840631775,-25.8023755151,-2.2584967664000004,0.24229178579,6.4725100620200005,-574,-219.3461982633,-5123.55391953,0.1281974203701223,0.0018882476529377345,0.18438207333496578,2.484565900997599,-718.4279763612883
26,0,-46705,10733,4938.236708527,-61.934285075780004,-4.669888366274,0.23901878202899998,-70.79751644756,17981,-201.10193619135998,-9125.427575785,32.5916746924688,0.3033991080838308,33.84702469333864,0.015049641365180739,134.6622969326193
27,1,-22433,5466,377.64663549333,164.47595470897,7.302119939520001,4.03320790913,-31.6942936703,1318,-60.0031240073,-13683.88070527,3.6832332872121385,0.09496913704381453,47.344284278009376,0.25375521867539397,-1513.4967183543963
